label,bert_pred,bert_proba
0,0,0.036482282
0,0,0.0062025236
0,0,0.008691194
0,0,0.007402257
0,0,0.013499863
0,0,0.0034328615
0,0,0.0048184358
0,0,0.015120281
0,0,0.015672503
0,0,0.011181431
0,0,0.0055152127
0,0,0.008705062
0,0,0.039813574
0,0,0.0022638664
0,0,0.020788493
0,0,0.008700865
0,0,0.00500143
0,0,0.006696244
0,0,0.0027029277
0,0,0.005684373
0,0,0.0030016333
0,0,0.0031154186
0,0,0.011554832
0,0,0.00833715
0,1,0.6652821
0,0,0.0026870358
0,0,0.0037044925
0,0,0.0034146006
0,0,0.23925513
0,0,0.0054864227
0,0,0.004182482
0,0,0.008236039
0,0,0.0057589333
0,0,0.01077227
0,0,0.003880103
0,0,0.0030620382
0,0,0.0064914487
0,0,0.017125329
0,0,0.0022380892
0,0,0.0038082951
0,0,0.11656297
0,0,0.008210758
0,0,0.0024982272
0,0,0.06466748
0,0,0.14902504
0,0,0.003100824
0,0,0.009629622
0,1,0.8938131
0,0,0.009382804
0,0,0.01418583
0,0,0.060198426
0,0,0.0024214042
0,0,0.025705267
0,0,0.009109948
0,0,0.0030111137
0,0,0.033415847
0,0,0.0029612405
0,0,0.0025009413
0,0,0.005854927
0,0,0.007810522
0,0,0.0039918763
0,0,0.0027369526
0,0,0.058981434
0,0,0.032975562
0,0,0.0072680125
0,0,0.0057773017
0,0,0.0024146608
0,0,0.013077928
0,0,0.0033918205
0,0,0.005460619
0,0,0.07885974
0,0,0.008420014
0,0,0.004024324
0,0,0.02791342
0,0,0.0024377147
0,0,0.0022355246
0,0,0.0048768567
0,0,0.436473
0,0,0.012238094
0,0,0.002600938
0,0,0.0035003019
0,0,0.0066395435
0,0,0.013046001
0,0,0.010892764
0,0,0.013507689
0,0,0.018482802
0,0,0.002234052
0,0,0.021869758
0,0,0.00926003
0,0,0.010894077
0,0,0.0022619984
0,0,0.018161897
0,0,0.01533945
0,0,0.0062755914
0,0,0.008367739
0,0,0.013314707
0,0,0.005744285
0,0,0.017902657
0,0,0.009165643
0,0,0.017451983
0,0,0.008610393
0,0,0.008913911
0,0,0.020684442
0,0,0.013037757
0,0,0.0059557934
0,0,0.015374586
0,0,0.010886362
0,0,0.004667627
0,0,0.048752885
0,0,0.0032499942
0,0,0.0026010405
0,0,0.0051811626
0,0,0.007487052
0,0,0.1313222
0,0,0.1324537
0,0,0.01142165
0,0,0.047625143
0,1,0.75256133
0,0,0.0038081862
0,0,0.04767632
0,0,0.06526977
0,1,0.98987246
0,0,0.3336393
0,0,0.0149816815
0,0,0.15111665
0,1,0.8902739
0,0,0.27656
0,1,0.73803794
0,0,0.18223141
0,0,0.09448357
0,1,0.80017054
0,0,0.11417166
0,0,0.16444662
0,0,0.19993313
0,0,0.0036908165
0,0,0.123395614
0,0,0.21561456
0,0,0.022593506
0,0,0.15007268
0,0,0.017629724
0,1,0.7452682
0,1,0.9232133
0,1,0.9833678
0,0,0.005236531
0,0,0.02006697
0,0,0.003216009
0,0,0.0029865522
0,0,0.0027506258
0,0,0.09541519
0,1,0.77067655
0,0,0.04993307
0,0,0.15451023
0,0,0.051469263
0,0,0.0037648987
0,0,0.024270456
0,0,0.0149387615
0,1,0.7740381
0,1,0.61266947
0,0,0.13757657
0,0,0.09151817
0,0,0.045846056
0,0,0.030771036
0,0,0.46188095
0,0,0.36251417
0,1,0.7106399
0,0,0.378757
0,0,0.0025258437
0,0,0.0057804408
0,0,0.007714036
0,0,0.01559119
0,0,0.035663232
0,0,0.0228747
0,0,0.0024524236
0,0,0.0024331226
0,0,0.045191154
0,0,0.0038179674
0,0,0.037299197
0,0,0.05717471
0,0,0.0040992345
0,0,0.093484454
0,0,0.003338755
0,0,0.002629182
0,0,0.03471201
0,0,0.1619959
0,0,0.032148447
0,0,0.0039326176
0,0,0.012665571
0,0,0.0054274634
0,0,0.0033495112
0,1,0.80126745
0,0,0.007684156
0,0,0.043879036
0,0,0.006759982
0,0,0.0026557837
0,0,0.002724065
0,0,0.07880795
0,0,0.084816076
0,0,0.0031156584
0,0,0.0070548407
0,0,0.002016498
0,0,0.0039618337
0,0,0.0031252434
0,0,0.009375485
0,0,0.01630462
0,0,0.005519148
0,0,0.02318635
0,0,0.008935755
0,0,0.0036621739
0,0,0.0024145688
0,0,0.0026181217
0,0,0.0053100386
0,0,0.0029296372
0,0,0.004171375
0,0,0.122914545
0,0,0.0030578705
0,0,0.0028014092
0,0,0.014344188
0,0,0.04211544
0,0,0.0023430309
0,0,0.022379538
0,0,0.002876006
0,0,0.008134959
0,0,0.3221354
0,0,0.034899704
0,0,0.007661124
0,0,0.002494418
0,0,0.0024977967
0,0,0.02403839
0,0,0.0023569255
0,0,0.002593845
0,0,0.0044864253
0,0,0.0067704236
0,0,0.0022295604
0,0,0.014211085
0,0,0.019420872
0,0,0.021163229
0,0,0.09185092
0,0,0.007843152
0,0,0.014481268
0,0,0.004086579
0,0,0.0025855273
0,0,0.0028651524
0,0,0.011039606
0,0,0.0028693352
0,0,0.008535376
0,0,0.0059309932
0,0,0.0028068868
0,0,0.13741699
0,0,0.0023982762
0,0,0.0022917367
0,0,0.00219931
0,0,0.0071984758
0,0,0.0025396273
0,0,0.003580789
0,0,0.00313054
0,0,0.0031191262
0,0,0.0055391113
0,0,0.0023936785
0,0,0.0610076
0,0,0.0022699959
0,0,0.028497996
0,0,0.0022598796
0,0,0.0023859832
0,0,0.038146164
0,0,0.03764946
0,0,0.005033161
0,0,0.012017277
0,0,0.00238205
0,0,0.0022334529
0,0,0.018970635
0,0,0.006507518
0,0,0.0019616801
0,0,0.01853753
0,0,0.018220898
0,0,0.0023220247
0,0,0.0072672283
0,0,0.03527576
0,0,0.0021848506
0,0,0.004438025
0,0,0.007835434
0,0,0.039617788
0,0,0.0022734974
0,0,0.004178572
0,0,0.17467289
0,0,0.19164109
0,0,0.015745925
0,0,0.008984155
0,0,0.0055797985
0,0,0.005037884
0,0,0.0021629855
0,0,0.0022931222
0,0,0.0028045732
0,0,0.007192753
0,0,0.0022899224
0,0,0.017284164
0,0,0.030791383
0,0,0.0034944753
0,0,0.008047073
0,0,0.002724797
0,0,0.013189005
0,0,0.0077775987
0,0,0.010171294
0,0,0.011661795
0,0,0.009737221
0,0,0.040693324
0,0,0.013816192
0,0,0.015027362
0,0,0.023060424
0,0,0.082303114
0,0,0.06451762
0,0,0.0021760468
0,0,0.13361274
0,0,0.0021802795
0,0,0.0020025556
0,0,0.0038293917
0,0,0.010876612
0,0,0.011322526
0,0,0.0025125998
0,0,0.01888353
0,0,0.008008951
0,0,0.011593548
0,0,0.0047989707
0,0,0.00433487
0,0,0.013292174
0,0,0.03858487
0,0,0.016241217
0,0,0.009201942
0,0,0.01509602
0,0,0.037167232
0,0,0.0025143211
0,0,0.0071990276
0,0,0.040167697
0,0,0.013874656
0,0,0.16195674
0,0,0.0113456305
0,0,0.0248384
0,0,0.0068542445
0,0,0.0025437279
0,0,0.0028946465
0,0,0.004636385
0,0,0.0040604095
0,0,0.03238159
0,0,0.01476219
0,0,0.0026982683
0,0,0.011193853
0,0,0.035045628
0,0,0.018607115
0,0,0.00798931
0,0,0.026770389
0,0,0.0052871113
0,0,0.0031552133
0,0,0.005544898
0,0,0.007860975
0,0,0.0027378558
0,0,0.0065867067
0,0,0.019386044
0,0,0.018240381
0,0,0.0032263573
0,0,0.005802614
0,0,0.008126161
0,0,0.0024689708
0,0,0.003258639
0,0,0.0029504434
0,0,0.008184801
0,0,0.0031048423
0,0,0.0024584015
0,0,0.0024992693
0,0,0.0022970375
0,0,0.0026111905
0,0,0.002801324
0,0,0.0035759367
0,0,0.0038692697
0,0,0.002579785
0,0,0.0029358421
0,0,0.0023160207
0,0,0.002469096
0,0,0.0024104547
0,0,0.0036070822
0,0,0.0022046461
0,0,0.0022264037
0,0,0.003351204
0,0,0.002501712
0,0,0.005219071
0,0,0.0024393476
0,0,0.0026863688
0,0,0.002147651
0,0,0.0024960986
0,0,0.0035944807
0,0,0.002576608
0,0,0.0025399618
0,0,0.0026738693
0,0,0.0025346568
0,0,0.0028285512
0,0,0.0036579915
0,0,0.02003307
0,0,0.018527348
0,0,0.008160986
0,0,0.016807081
0,0,0.009774678
0,0,0.015050078
0,0,0.0022397202
0,0,0.0020712952
0,0,0.0059117135
0,0,0.09013162
0,0,0.0027043277
0,0,0.046394005
0,0,0.0021643653
0,0,0.0020623521
0,0,0.012078767
0,0,0.0023412874
0,0,0.002086022
0,0,0.002311699
0,0,0.0043943366
0,0,0.0024193907
0,0,0.039176658
0,0,0.0023756002
0,0,0.0061330297
0,0,0.002285385
0,0,0.0023812698
0,0,0.0059740236
0,0,0.005026589
0,0,0.0023438816
0,0,0.014706674
0,0,0.013840043
0,0,0.006797367
0,0,0.028960716
0,0,0.0046663336
0,0,0.0022078604
0,0,0.047738656
0,0,0.0021195004
0,0,0.028914256
0,0,0.010403733
0,0,0.019709166
0,0,0.0031737753
0,0,0.0027008706
0,0,0.012120981
0,0,0.0044764625
0,0,0.0026705358
0,0,0.0024624076
0,0,0.0037103964
0,0,0.0050047915
0,0,0.011324544
0,0,0.0036036836
0,0,0.006684718
0,1,0.8197283
0,0,0.14217499
0,0,0.002249452
0,0,0.0027472274
0,0,0.018949986
0,0,0.0026211222
0,0,0.0058181006
0,0,0.0032519489
0,0,0.002842876
0,0,0.0026988084
0,0,0.002435049
0,0,0.0027026087
0,0,0.0029117933
0,0,0.0025256753
0,0,0.003139457
0,0,0.0028867286
0,0,0.002768671
0,0,0.0023713931
0,0,0.010364268
0,0,0.0030117333
0,0,0.0024787867
0,0,0.021850204
0,0,0.00257088
0,0,0.027745219
0,0,0.0029734347
0,0,0.0026613895
0,0,0.0033755295
0,0,0.0024015403
0,0,0.34096965
0,0,0.029995732
0,0,0.0069490946
0,0,0.005705334
1,1,0.9896861
1,1,0.9931352
1,1,0.9902604
1,1,0.9914119
1,0,0.45901382
1,1,0.9844344
1,1,0.98336905
1,1,0.98039895
1,1,0.96907747
1,1,0.99323153
1,1,0.9944455
1,1,0.99205387
1,1,0.9643903
1,1,0.9943802
1,1,0.9547528
1,1,0.94841164
1,1,0.98682296
1,1,0.99152786
1,1,0.7004599
1,1,0.9926144
1,1,0.9871618
1,1,0.9520669
1,1,0.94233495
1,1,0.9948769
1,1,0.9914199
1,1,0.98274267
1,1,0.992663
1,1,0.9911719
1,1,0.9929128
1,1,0.9693795
1,1,0.99188787
1,1,0.93286806
1,1,0.98772705
1,1,0.74086493
1,1,0.9885539
1,1,0.99548197
1,1,0.96244466
1,1,0.8262555
1,1,0.9113795
1,1,0.9883188
1,1,0.96372086
1,1,0.98949814
1,1,0.7830664
1,1,0.98061097
1,1,0.96330035
1,1,0.9915501
1,1,0.9878094
1,1,0.99325836
1,1,0.9932287
1,1,0.9839706
1,1,0.9874142
1,1,0.7437611
1,1,0.6138926
1,1,0.79654104
1,1,0.973751
1,1,0.985913
1,1,0.9922025
1,1,0.9415164
1,1,0.99540824
1,1,0.97053784
1,1,0.8577749
1,1,0.93057483
1,1,0.9721009
1,1,0.98494357
1,1,0.98814744
1,1,0.9828
1,1,0.9926945
1,1,0.9786669
1,1,0.9892188
1,1,0.9883959
1,1,0.9906831
1,1,0.9271112
1,1,0.9786945
1,1,0.98374844
1,1,0.9758518
1,1,0.9580249
1,1,0.93382627
1,1,0.9668637
1,1,0.9946911
1,1,0.8314473
1,1,0.5544247
1,1,0.9892063
1,1,0.9876709
1,1,0.9796031
1,1,0.8758474
1,1,0.9929583
1,1,0.9828476
1,1,0.9853088
1,1,0.9557282
1,1,0.97729295
1,1,0.9927497
1,1,0.98496664
1,1,0.9927487
1,1,0.93134284
1,1,0.99359494
1,1,0.99156207
1,1,0.9814586
1,1,0.9740288
1,1,0.99202466
1,1,0.98359376
1,1,0.9846373
1,1,0.9652374
1,0,0.20566808
1,0,0.21171255
1,1,0.989963
1,1,0.99210185
1,1,0.90326893
1,1,0.9880926
1,1,0.99258
1,1,0.94426864
1,1,0.6770504
1,1,0.98429245
1,1,0.92169684
1,1,0.9750897
1,1,0.99127555
1,1,0.9705657
1,1,0.9561487
1,1,0.99430335
1,1,0.9853615
1,1,0.75796175
1,1,0.99633527
1,1,0.9805203
1,1,0.9400232
1,1,0.94767493
1,1,0.98758453
1,1,0.9791245
1,0,0.12252496
1,1,0.99362564
1,1,0.95455843
1,1,0.9882681
1,1,0.9909711
1,1,0.9594561
1,1,0.9840516
1,1,0.99060047
1,0,0.26255932
1,1,0.9899642
1,0,0.31754193
1,1,0.9878669
1,1,0.6303309
1,1,0.991479
1,1,0.99432194
1,1,0.9894387
1,1,0.926005
1,1,0.98368615
1,1,0.9872357
1,1,0.9676425
1,1,0.9711614
1,1,0.92046934
1,1,0.9908077
1,1,0.9629611
1,1,0.9932783
1,1,0.97611463
1,1,0.95944643
1,1,0.99107474
1,1,0.9921416
1,1,0.9945417
1,1,0.99271506
1,1,0.9879732
1,1,0.99417156
1,1,0.99208635
1,1,0.9933207
1,1,0.8287813
1,1,0.9647692
1,1,0.99537957
1,1,0.97908795
1,0,0.07147063
1,1,0.8680903
1,0,0.033277705
1,1,0.9812785
1,1,0.75135666
1,1,0.97041154
1,1,0.98899966
1,1,0.9045106
1,1,0.9848705
1,1,0.9904908
1,1,0.9028508
1,1,0.9934222
1,1,0.99482083
1,1,0.8156086
1,1,0.9872745
1,1,0.96788377
1,1,0.9005343
1,1,0.80162686
1,1,0.9779204
1,1,0.8177395
1,1,0.98171496
1,1,0.97923696
1,1,0.98786956
1,1,0.98645276
1,1,0.99029326
1,1,0.90536356
1,1,0.99411255
1,1,0.9069877
1,1,0.9883922
1,1,0.9854637
1,1,0.9837887
1,1,0.9910569
1,1,0.99571806
1,1,0.9931732
1,1,0.9640652
1,1,0.9637188
1,0,0.2692882
1,1,0.9828157
1,1,0.6345595
1,1,0.99455124
1,1,0.9812661
1,1,0.962057
1,1,0.9829117
1,1,0.99190336
1,1,0.9870701
1,1,0.98236716
1,1,0.98880357
1,1,0.9868781
1,1,0.99296737
1,1,0.9913679
1,1,0.807595
1,1,0.97624993
1,1,0.99504256
1,1,0.98405635
1,1,0.98899615
1,1,0.78822434
1,1,0.99243087
1,1,0.96457404
1,1,0.9900596
1,1,0.995777
1,1,0.9918662
1,1,0.9528329
1,1,0.9347693
1,1,0.9290849
1,1,0.987151
1,1,0.9874047
1,1,0.9893532
1,1,0.9637348
1,1,0.98147285
1,1,0.8786839
1,1,0.9933257
1,1,0.9928752
1,1,0.98387724
1,1,0.9824745
1,1,0.99571997
1,1,0.9887959
1,0,0.342163
1,1,0.8797595
1,1,0.95693773
1,1,0.9797079
1,1,0.94082093
1,1,0.98779863
1,1,0.96962714
1,1,0.75971025
1,1,0.99407023
1,1,0.8842943
1,1,0.9844683
1,1,0.98763984
1,1,0.98735833
1,1,0.9932655
1,1,0.94818383
1,1,0.9874199
1,1,0.9874878
1,1,0.9868591
1,1,0.9918109
1,1,0.9900199
1,1,0.9905562
1,1,0.99074626
1,1,0.8913871
1,0,0.43535417
1,1,0.9837586
1,1,0.98215944
1,1,0.8761972
1,1,0.9186747
1,1,0.8625772
0,0,0.0020996633
0,0,0.0026758702
0,0,0.13606443
0,0,0.0022986773
0,0,0.0025301557
0,0,0.0061321985
0,0,0.0027886718
0,0,0.17704752
0,0,0.003460706
0,0,0.004059655
0,0,0.0022420178
0,0,0.008909102
0,0,0.0037019346
0,0,0.0027778402
0,0,0.002175674
0,0,0.0047921687
0,0,0.0021161444
0,0,0.020933365
0,0,0.0022941118
0,0,0.008066592
0,0,0.0025104436
0,0,0.002783789
0,0,0.1148705
0,0,0.0025102384
0,0,0.018494897
0,0,0.016985865
0,0,0.00249471
0,0,0.006607297
0,0,0.011665319
0,0,0.0022823862
0,0,0.0023014292
0,0,0.0026697412
0,0,0.003836815
0,0,0.28420836
0,0,0.38725486
0,0,0.0023646601
0,0,0.03509062
0,0,0.0024806417
0,0,0.0029353593
0,0,0.002523698
0,0,0.0067222244
0,0,0.0028191763
0,0,0.0073406724
0,0,0.003301344
0,0,0.0021626595
0,0,0.035857305
0,0,0.002300338
0,0,0.010882103
0,0,0.0024093485
0,0,0.0020834354
0,0,0.007864203
0,0,0.0030904266
0,0,0.0030455189
0,0,0.002182571
0,0,0.0024663508
0,0,0.0031441522
0,0,0.0019018505
0,0,0.0025894223
0,0,0.02292899
0,0,0.0022662468
0,0,0.0073729698
0,0,0.014308226
0,0,0.0025018253
0,0,0.002030872
0,0,0.008677146
0,0,0.0026457754
0,0,0.0023375368
0,0,0.0020147448
0,0,0.05263153
0,0,0.0029119677
0,0,0.0019732164
0,0,0.00814066
0,0,0.0024859586
0,0,0.0022158765
0,0,0.4215183
0,0,0.00326242
0,0,0.035687327
0,0,0.005024088
0,0,0.0049800104
0,0,0.004697545
0,0,0.0021312898
0,0,0.002323143
0,0,0.11818411
0,0,0.0021165835
0,0,0.0031376148
0,0,0.0044347374
0,0,0.0073133013
0,0,0.002062224
0,0,0.0029044002
0,0,0.0018302589
0,0,0.0026480327
0,0,0.0019872189
0,0,0.029720314
0,0,0.0030374255
0,0,0.0020058383
0,0,0.0027977056
0,0,0.0020551025
0,0,0.4284162
0,0,0.0022088576
0,0,0.18566638
0,0,0.002171684
0,0,0.012870156
0,0,0.04752486
0,0,0.0027442493
0,0,0.0021602302
0,0,0.007159158
0,0,0.003644754
0,0,0.002573011
0,0,0.002633552
0,0,0.0020701329
0,0,0.002377461
0,0,0.0021875738
0,0,0.0030272147
0,0,0.0023709475
0,0,0.0019881031
0,0,0.0024625733
0,0,0.00816752
0,0,0.0023479126
0,0,0.0023554126
0,0,0.0072326474
0,0,0.0036013967
0,0,0.007925848
0,0,0.0021234744
0,0,0.0023302333
0,0,0.04966738
0,0,0.0022163624
0,0,0.0026135389
0,0,0.006613469
0,0,0.0024109618
0,0,0.002574829
0,0,0.0025098575
0,0,0.0026472316
0,0,0.003510876
0,0,0.0022536584
0,0,0.0025215633
0,0,0.0023446465
0,0,0.0022486912
0,0,0.004007234
0,0,0.002600803
0,0,0.002706928
0,0,0.0021154599
0,0,0.0024613952
0,0,0.0037894426
0,0,0.0029277797
0,0,0.0024016888
0,0,0.0022563837
0,0,0.0025548344
0,0,0.02304046
0,0,0.0023012375
0,0,0.0020271442
0,0,0.0029129344
0,0,0.010259201
0,0,0.0040956386
0,0,0.0053057284
0,0,0.0022928405
0,0,0.0027547036
0,0,0.0021761216
0,0,0.0090740025
0,0,0.0023281977
0,0,0.008724966
0,0,0.0026044657
0,0,0.0026905148
0,0,0.0057562063
0,0,0.0024341622
0,0,0.01077818
0,0,0.0033902905
0,0,0.0026705435
0,0,0.002252279
0,0,0.0027355717
0,0,0.07493108
0,1,0.5613158
0,0,0.0041601
0,0,0.0024237172
0,0,0.003773095
0,1,0.55168545
0,0,0.05194487
0,0,0.0022471275
0,0,0.002382612
0,0,0.004578415
0,0,0.063361324
0,0,0.0023056671
0,0,0.0029175498
0,0,0.0029583895
0,0,0.0023905593
0,0,0.002134763
0,0,0.033779312
0,0,0.0037262305
0,0,0.0027726975
0,0,0.0024210808
0,0,0.0026502346
0,0,0.11675067
0,0,0.0032774874
0,0,0.46484765
0,0,0.0056422832
0,0,0.023809768
0,0,0.004689226
0,0,0.002690967
0,0,0.0026731917
0,0,0.0024009598
0,0,0.0021970964
0,0,0.04489765
0,0,0.004392989
0,0,0.0031003791
0,0,0.019834885
0,0,0.004269118
0,0,0.018881634
0,0,0.0051305736
0,0,0.019612035
0,0,0.0035866108
0,0,0.005228601
0,0,0.0021543456
0,0,0.002333093
0,0,0.004116215
0,0,0.0045995936
0,0,0.0034535662
0,0,0.0044104215
0,0,0.00210147
0,0,0.0030428332
0,0,0.0022385865
0,0,0.0035306162
0,0,0.0023434
0,0,0.05803447
0,0,0.017761663
0,0,0.0025697595
0,0,0.0026686012
0,0,0.0019249537
0,0,0.03810239
0,0,0.03760323
0,0,0.004481776
0,0,0.020071657
0,0,0.03992344
0,0,0.05257077
0,0,0.02841058
0,0,0.0052181794
0,0,0.025307078
0,0,0.007194575
0,0,0.002687754
0,0,0.0023455827
0,0,0.005334575
0,0,0.0021263245
0,0,0.0032164673
0,0,0.032913625
0,0,0.0023352848
0,0,0.0021135057
0,0,0.0019483392
0,0,0.025801368
0,0,0.0023189841
0,0,0.021596141
0,0,0.0112217665
0,0,0.09118674
0,0,0.0021372612
0,0,0.01084616
0,0,0.14832802
0,0,0.2640945
0,0,0.0046529723
0,0,0.0070524793
0,0,0.005994435
0,0,0.23471405
0,0,0.0040260293
0,0,0.43183947
0,0,0.06752955
0,0,0.083612755
0,0,0.00908721
0,0,0.0028938104
0,0,0.0023060038
0,0,0.11852052
0,0,0.41648093
0,0,0.4575429
0,0,0.0030263744
0,0,0.38186982
0,0,0.0061495057
0,0,0.015778992
0,0,0.010550404
0,0,0.30139035
0,0,0.0025526662
0,0,0.0024936716
0,0,0.111424774
0,0,0.0067581353
0,0,0.3295652
0,0,0.05678938
0,0,0.027476944
0,0,0.0019079734
0,0,0.0022361514
0,0,0.002620213
0,0,0.003882787
0,0,0.002302862
0,0,0.0021613468
0,0,0.0029360668
0,0,0.0023792326
0,0,0.0026243164
0,0,0.0026004654
0,0,0.004259452
0,0,0.0056510568
0,0,0.01852511
0,0,0.0024191213
0,0,0.0048974887
0,0,0.0038592904
0,0,0.00313083
0,0,0.0072618052
0,0,0.002277895
0,0,0.0024343494
0,0,0.004082866
0,0,0.0028136934
0,0,0.0027111073
0,0,0.021626217
0,0,0.0025935806
0,0,0.0026644315
0,0,0.01218066
0,0,0.026093297
0,0,0.018366156
0,0,0.010690782
0,0,0.0022406026
0,0,0.00254666
0,0,0.0022069225
0,0,0.0024284928
0,0,0.0024611356
0,0,0.002257829
0,0,0.008161419
0,0,0.0048776893
0,0,0.0027209076
0,0,0.0029169824
0,0,0.12571572
0,0,0.032835547
0,0,0.007256874
0,0,0.0029040729
0,0,0.0022017616
0,0,0.010816877
0,0,0.004022419
0,0,0.0022126334
0,0,0.0023633016
0,0,0.0021808033
0,0,0.0023007996
0,0,0.0031262569
0,0,0.0021629457
0,0,0.01654387
0,0,0.03231205
0,0,0.0028838725
0,0,0.0023372232
0,0,0.020929316
0,1,0.7604032
0,0,0.0022737852
0,0,0.0022237042
0,0,0.0024029275
0,0,0.0021881796
0,0,0.0027185045
0,0,0.0022706913
0,0,0.005024019
0,0,0.008937009
0,0,0.0031999622
0,0,0.0030092318
0,1,0.5509795
0,0,0.0023455347
0,0,0.0025828308
0,0,0.0024994928
0,0,0.0061035934
0,0,0.009613192
0,0,0.002388693
0,0,0.008816271
0,0,0.0022826467
0,0,0.019843068
0,0,0.004087812
0,0,0.008069698
0,0,0.0023187755
0,0,0.0025902104
0,0,0.0030291537
0,0,0.0068912823
0,0,0.0032410491
0,0,0.0024765108
0,0,0.024254376
0,0,0.0020376202
0,0,0.0042143473
0,0,0.0045070103
0,0,0.04063356
0,0,0.34388998
0,0,0.09836814
0,0,0.0021297634
0,0,0.0022035984
0,0,0.0049113235
0,0,0.0061666565
0,0,0.010420953
0,0,0.0028063222
0,0,0.0028949054
0,0,0.0023387803
0,0,0.002730407
0,0,0.002298942
0,0,0.0033372778
0,0,0.011922536
0,0,0.026318647
0,0,0.0025161132
0,0,0.002209402
0,0,0.0021523456
0,0,0.00245815
0,0,0.0021428843
0,0,0.009530053
0,0,0.00496697
0,0,0.0021153048
0,0,0.003753632
0,0,0.0024893875
0,0,0.0018673214
0,0,0.0025190867
0,0,0.13253991
0,0,0.0043553608
0,0,0.0055853254
0,0,0.11583228
0,0,0.044533197
0,0,0.0021700377
0,0,0.007060803
0,0,0.0022316014
0,0,0.0024960604
0,0,0.0033770907
0,0,0.0027223597
0,0,0.002094867
0,0,0.0052496595
0,0,0.0026346168
0,0,0.0065666847
